Topic,Count,Name,Representation,Representative_Docs
92,8,92_enabled_automatically_throw error_attempting use,"['enabled', 'automatically', 'throw error', 'attempting use', 'want enable', 'enable', 'enabling', 'throw', 'code throw', 'attempting']","[""We don't want it to automatically enable streams if not already enabled. Please edit the codebase to instead throw an error if you try to enable replication and streams aren't already enabled. You should be able to check the streamOptions property to determine that."", ""I've updated the code to throw an error if streams aren't enabled when attempting to use replication instead of automatically enabling them. This change is in commit 8ac5e1e."", ""I've modified the code to throw an error if streams aren't already enabled when attempting to use replication instead of automatically enabling them. The error message clearly indicates that streams must be enabled for Global Tables replication. This change is in commit 8ac5e1e.""]"
93,7,93_thats_dont like_yeah_didn,"['thats', 'dont like', 'yeah', 'didn', 'dont', 'don', 'like', '', '', '']","[""you didn't do it, please do it"", ""Yeah don't do that..."", 'Dont do it like that, thats cheating 😃']"
94,7,94_enum_framework_type errors_filter,"['enum', 'framework', 'type errors', 'filter', 'definition', 'net', 'errors think', 'corassemblyflags', 'imetadataassemblyemit', 'example files']","['This does not match the definition of the enum for .NET Framework SDK. (I cannot think of a enum with these kind of members in the public .NET Framework or .NET Core surface.) Correct definition from [CODE] on my machine: [CODE_BLOCK]', 'This is only used by ALink interfaces that are .NET Framework-specific. This should stay under .NET Framework. The one reference to this enum from [CODE] is wrong. imetadataassemblyemit-setassemblyprops-method.md should be referencing CorAssemblyFlags enum instead.', 'There is no need to manually remap the enums. The root issue in this file was we were attempting to filter out the UNRECOGNIZED enum value -- which no longer exists. Once we remove the attempt to filter the non-existing value the type errors go away. Undo all of your changes here in this file, and instead implement the two suggestions I have made in the other comments. Use my suggested changes as an example for the other files you changed in this commit as well -- there should be no reason to create any additional constants. Additionally, do not disable eslint rules. If you cannot fix something w/o relying on disabling a lint rule you should instead ask for help in the pull request.']"
95,7,95_regex_code match_postgres_group,"['regex', 'code match', 'postgres', 'group', 'uses code', '300', 'add note', 'quoted', 'languages', 'use code_block']","['[nitpick] The optional trailing group [CODE] will never match real [CODE] values (comments are stripped). Simplify the regex by removing that group or document its intended use. [CODE_BLOCK]', 'This regex also uses [CODE] instead of [CODE], which is inconsistent with the NPM cmd-shim template mentioned in the comment. This should be [CODE] to match the actual template pattern. [CODE_BLOCK]', ""Add a note here saying that postgres uses [CODE] to match word boundaries. The equivalent query in postgres would be [CODE] We don't support that since we're just using the rust regex crate.""]"
96,7,96_copilot issues_file updated_majority_issues like,"['copilot issues', 'file updated', 'majority', 'issues like', 'check file', 'recent', 'documents', 'remain', 'make sure', 'error don']","['@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.', '@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.', '@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.']"
97,7,97_parameter values_default value_default parameter_default,"['parameter values', 'default value', 'default parameter', 'default', 'default values', 'let include', 'false copilot', 'value false', 'don add', 'didn ask']","[""don't add default values here @copilot"", ""@copilot don't add in default parameter values here."", ""@copilot Don't add in default parameter values here. I didn't ask you to do that.""]"
98,7,98_sort_exports_create array_iterate,"['sort', 'exports', 'create array', 'iterate', 'linq', 'just create', 'code revert', 'preference', 'preferences', 'order']","[""Noble try but this diff doesn't work in VS Code. Revert this section of diff but leave the part that sets the sort order"", 'Named exports are not allowed in this project. Only default exports. Instead, check [CODE] in the middleware to see if sort has been toggled. Or run an effect whenever the sort preference changes.', 'why is this algorithm so complex, using LINQ, sorting, etc. Just create an array of framework monikers in the order of preferences. then iterate over the array and see if the next preferred item exists in the passed in ""avaliableFrameworks"" list.']"
99,7,99_model_comment line_line deleted_just fail,"['model', 'comment line', 'line deleted', 'just fail', 'similar issues', 'doesn really', 'request just', 'remove fallback', 'returning true', 'suppression']","[""This fixes the type error, but seems wrong to me. The UserModel is not what getAll actually needs to send the request. We just didn't define a type for the request(s) yet."", 'remove this fallback logic and just fail if no model was figured out here', ""In this case it's kind of both. Because getAll doesn't really need info for the model except the query the type that is expected by getAll originally failed (UserModel). But we don't need a UserModel class for the request. We have similar issues all over the other services. What we would need to do is separate output types and RequestTypes. Very often they are not the same.""]"
100,7,100_snippets_chunk_article_snippet,"['snippets', 'chunk', 'article', 'snippet', 'file fix', 'update remove', 'playground', 'additional file', 'button element', 'html']","[""Delete this file because the snippets aren't included in the article."", ""Delete this file because the snippets aren't included in the article."", 'provider should be current control / button / element instead of the whole window. The narrator is not announcing when I tested on playground even though the function returns S_OK, please fix this.']"
101,7,101_deprecated_contract_blob_pls,"['deprecated', 'contract', 'blob', 'pls', 'adding check', 'message failed', 'code dependency', 'stating', 'updated error', 'sol']","['Updated the error message to ""failed to read blob fixtures"" as suggested. f0ada4b', 'replace: This Blobstream contract implementation is deprecated by stating exactly: The [Blobstream contract](link) is deprecated ... Also, change the blobstream.sol contract to have the deprecated tag in solidity', 'The loadBlob function may return null (for example, when the blob encoding is not base64), which could lead to a runtime error when accessing blob.content and blob.metadata. Consider adding a check for a null blob before using its properties.']"
102,7,102_matching_adds value_absolute_creating custom,"['matching', 'adds value', 'absolute', 'creating custom', 'custom exception', 'class integrity', 'enable_ssl_bypass', 'check failures', 'fit', 'exception class']","[""The 'Skip build' step is unnecessary since the conditional logic already prevents execution when no changes are detected. This step adds no value and can be removed. [CODE_BLOCK]"", ""We do not need to handle the error case for [CODE] failing. We can just [CODE] it as it will only fail if given a path that starts with [CODE] and [CODE] will not output absolute paths for the command we're parsing."", 'String matching on exception messages is fragile and error-prone. Consider creating a custom exception class for integrity check failures or checking the exception type instead. [CODE_BLOCK]']"
103,7,103_hooks_19_index_ts,"['hooks', '19', 'index', 'ts', 'error server', 'examples stable', 'file original', 'correct need', 'append', 'issue line']","['DIFFERENT issue, same line examples/stable/test/end_to_end/candid_rpc/multi_deploy/src/index.ts needs to be updated', 'Reverted the wrong changes to append-nodes.ts.test.cjs snapshot file back to the original state before my changes. Commit b23c0a2.', ""My problems are as follows: - I'm using Angular 19 (so it's incompatible with your modification) - I can't override npm i (due to my company's restrictions) - With the previous version ng-extract-i18n-merge@^2.14.3, I have this checkmarx vulnerability: ![image](https://github.com/user-attachments/assets/506a704d-23d4-425d-85f0-493ea061a47f) But if its not possible to keep angular 19, I'll stick with your version 2.14.3 and ignore the vulnerability.""]"
104,7,104_repo_repos_template__template_,"['repo', 'repos', 'template', '_template_', 'correct code', 'fork', 'ecr', 'reusable', 'differentiate', 'actually correct']","['That was what I originally had wanted to do, and on my first parse of the repo, I thought I saw the other [CODE] flag(s) were going to stderr. I just looked again and that was totally wrong. 😂 Adjusting now...', '[nitpick] This hard-coded repo path may break if the repository folder is renamed or structured differently. Use a relative path (e.g., [CODE]) or locate the sample dynamically. [CODE_BLOCK]', ""Actually, that's also not correct. I don't think there's a mechanism currently to differentiate between final and template repos. Maybe the template repos should be marked as _template_? (as in GitHub template repo).""]"
105,7,105_architectures_alt image_image src_img,"['architectures', 'alt image', 'image src', 'img', 'height', 'img width', 'library', 'alt', 'await', 'correct way']","[""This test is useless. It doesn't test the library at all. Replace it with one that defines a function and does [CODE] etc. to try calling it - and finding a clever way to spy on the handler. Maybe calling the resulting handler directly via [CODE]?"", ""Do we want most of these in the general libraries targets? Many of these feel like things that should only apply to specific tests and not just blanket applied. I'd imagine blanket applying them introduces risk that we end up using some obsolete/deprecated feature in the product unintentionally."", 'What is this even testing? this test is literally useless because *of course* the code that was written specifically for this test passes the test. it\'s literally right there above the test case. in fact, those listed architectures aren\'t above aren\'t even correct as they don\'t match what is actually specified in gradle. <img width=""4112"" height=""1456"" alt=""image"" src=""https://github.com/user-attachments/assets/8fd73d65-cef0-4808-aa58-e420a2e0a10c"" /> and in fact, gradle\'s architecture detection logic even allows for architectures outside of the ""known architectures"" list: <img width=""2688"" height=""736"" alt=""image"" src=""https://github.com/user-attachments/assets/2e8f189e-3c63-4185-ba78-969b1145b324"" /> all of these test cases do absolutely nothing. the correct way to test this would be to create a gradle test runner using gradle\'s testkit. although it\'s intended for testing plugins, it would work for this as well. you\'d want to hack together some kind of gradle project in a subdirectory to do this, and then you would run that as part of your CI. but this still would be relatively useless unless you\'re regularly updating the gradle version to keep in sync with the latest gradle releases.']"
106,6,106_numeric_comment suggests_removing doesn_right way,"['numeric', 'comment suggests', 'removing doesn', 'right way', 'dont like', 'need fixed', 'imported', 'isn right', 'figure', 'said']","['No we dont like this this should be handled in the typesense indexing not a runtime', '+1 numeric is a superset of multiple FP numeric types. This is not needed.', ""This isn't the right way to reference a type. It should be imported as normal. That said, given the comment above suggests removing this, it doesn't need to be fixed.""]"
107,6,107_exported_download_correctly did_members,"['exported', 'download', 'correctly did', 'members', 'need able', 'looks redundant', 'slack', 'api longer', 'does need', 'apis']","['This API no longer works. See https://docs.slack.dev/messaging/working-with-files#uploading_files for how to do this correctly.', 'This type looks mostly redundant. Why does it need to be exported? Just inline it in the apis or at least move it to the bottom of the file', ""I don't think we want download in this list -- project owners and staff members (not just admins) need to be able to download bulk exports.""]"
108,6,108_retryhandler_retry_function returns_handling fixed,"['retryhandler', 'retry', 'function returns', 'handling fixed', 'loops', 'propagating', 'fixed tested', 'handling code', 'code_block retry', 'final']","[""There's no handling for when [CODE] is undefined in this retry branch. If the fetch fails or returns no data, the code will silently continue with stale schema. Consider adding an error path or fallback log. [CODE_BLOCK]"", 'The test comment indicates a bug in RetryHandler implementation where the final exception is lost and the function returns None. This suggests the RetryHandler.default_open method has incorrect error handling that should be fixed rather than tested as expected behavior. [CODE_BLOCK]', ""The retry logic is incorrect. The condition [CODE] will never be true within the range loop [CODE]. This means network exceptions on the final attempt won't be raised, causing the function to return None instead of propagating the error. [CODE_BLOCK]""]"
109,6,109_want tags_d0262bc_case fail_flag false,"['want tags', 'd0262bc', 'case fail', 'flag false', 'failing fix', 'fix add', 'test case', 'think want', 'samples', 'annoying']","[""This passes in 250 for not explicitly but I don't think we want to show it at all on that case as it would get annoying."", ""Deleted the empty tag test as requested since we don't want empty tags. (d0262bc)"", 'Fix and add a test for this case - tags exist but flag is false -> test samples are collected']"
110,6,110_filtering_incompatible_v4_major version,"['filtering', 'incompatible', 'v4', 'major version', 'upgrade', 'major', 'addition', 'appeared', 'longer exist', 'signatures']","['The [CODE] file was deleted because it used v4.x API types that changed in OkHttp3 v5.x. The major version upgrade from 4.12.0 to 5.1.0 introduced breaking changes that made these Addition files incompatible with the new API.', 'The OkHttp3 Addition files were deleted because they were written for v4.x API and used types that no longer exist in v5.x (like [CODE], [CODE], [CODE], etc.). These types were moved to different namespaces or changed signatures in the major version upgrade, making the Addition files incompatible.', 'Same reason - the [CODE] file used v4.x API types that no longer exist or have changed in OkHttp3 v5.x. The major version upgrade introduced breaking changes that made these Addition files incompatible.']"
111,6,111_date_stop using_hey copilot_error lines,"['date', 'stop using', 'hey copilot', 'error lines', 'like use', 'hey', 'confused', 'code set', 'supports', 'parse']","['stop using Date.now() in the key ... we need these to be deterministic', 'Use [CODE] and set an error along the the lines of ""Failed to parse \'{v}\' as a timestamp"".', 'Hey @copilot, you seem to get confused with what the date is... seems like you use January 8th a lot. Just use the current date instead. [CODE_BLOCK]']"
112,6,112_passed_code task_state_task,"['passed', 'code task', 'state', 'task', 'pre', 'return type', 'executes', 'calling', 'context', 'throws']","['Empty workflowRunId will cause the updateWorkflowRunStatus call to fail. The workflowRunId should be passed from the calling context or obtained from the state/config. [CODE_BLOCK]', 'Empty workflowRunId will cause the updateWorkflowRunStatus call to fail. The workflowRunId should be passed from the calling context or obtained from the state/config. [CODE_BLOCK]', 'There is a significant delay before the code in Task.Run executes so this may end up running with a pre-canceled token. Ensure that the call is made during the actual communication with the server.']"
113,6,113_delete___,"['delete', '', '', '', '', '', '', '', '', '']","['delete this.', 'delete this', 'delete this']"
114,6,114_aspire_constraint_supported_existent,"['aspire', 'constraint', 'supported', 'existent', 'non existent', 'clarify', 'restart', 'change pretty', 'table', 'pretty sure']","[""@copilot you should revert this change - I'm pretty sure it's a product-level constraint for Aspire that they need 9.0.3xx. I was just noting the impact this constraint has on the user base."", 'Fixed the reference to clarify that resource limits aren\'t supported in .NET Aspire. Updated the table to show ""Not supported"" instead of the non-existent [CODE] method. 7c7651f', 'Fixed the reference to clarify that restart policies aren\'t supported in .NET Aspire. Updated the table to show ""Not supported"" instead of the non-existent [CODE] method. 81a03e3']"
115,6,115_reflex_events_handlers_confusing event,"['reflex', 'events', 'handlers', 'confusing event', 'diagnostic server', 'need wrapper', 'manager don', 'internally', 'event pipe', 'controls']","[""Remove all these methods. We don't need a wrapper to trigger these events. These events should only be triggered internally by the manager only"", ""here you are talking about event handlers but don't even use one, that is fairly useless to the reader, for context read: https://github.com/reflex-dev/reflex/releases/tag/v0.7.5"", '> Yeah, I find EventSourceSupport confusing for all that Event Pipe / Diagnostic Server can do. I agree that it is not the most descriptive name. On the other hand, it gets complicated to explain what works and does not work in the matrix of fine-grained combinations. It is why we have opted to have one config switch that controls it all.']"
116,6,116_construction_kernel_mount_platforms,"['construction', 'kernel', 'mount', 'platforms', 'initialization', 'dynamicproto', 'occurs', 'developers', 'blocking', 'codex']","[""Removed these as well as suggested - this actually failed the commit typecheck hooks, but I was bypassing these when committing directly from codex. I'll work on adding the typechecking into the codex environment, which will provide feedback when a job completes."", 'When xload component is plugged in the pipeline, it mount the file-system in ""ro"" mode where kernel shall not even allow any write file operations on the mount path. We need not implement all these methods as kernel shall be blocking all such operations.', 'According to the issue report (#2523), the problem occurs during construction - simply creating [CODE] without even calling [CODE] triggers both the property redefinition error and the rendering blocking. The stack trace from the issue indicates that the error happens during initialization. The construction phase in both AISKU and AISKULight uses dynamicProto to set up instance methods, which is likely when the property redefinition error occurs in Cloudflare Worker. This suggests that the construction itself, specifically the dynamicProto usage during initialization, is the root cause.']"
117,5,117_accept_create better_failing reasons_copilot needs,"['accept', 'create better', 'failing reasons', 'copilot needs', 'doesn build', 'baselines', 'reverting', 'run test', 'test suite', 'test failing']","['@copilot try again to extract the helper. Probably the tests were failing due to other reasons.', ""You haven't run this test properly, you need to run it and accept baselines and commit them"", ""I believe (experienced it with this PR), if the test fails the UI doesn't build. Copilot needs to be able to test what its done, hence left this in here. We could set copilot on #3869 to create a better test suite.""]"
118,5,118_check fix_instead relying_logic fails_original request,"['check fix', 'instead relying', 'logic fails', 'original request', 'specific error', 'looks strange', 'error condition', 'copilot add', 'pulled', 'sending']","['@copilot Add comments on what specific error condition is checked.', '@copilot This code looks strange. Can you please check and fix that.', 'Can you add some logic before this that fails if the ""user"" is ""Copilot""... We don\'t want Copilot sending us PRs for this so show a nice failure reason instead of relying on this GET request failing']"
119,5,119_unnecessary comment_forget_comment comment_unnecessary,"['unnecessary comment', 'forget', 'comment comment', 'unnecessary', 'comment', '', '', '', '', '']","['that comment is unnecessary', 'forget this part', 'unnecessary comment']"
120,5,120_flow_need revert_revert code_file shouldn,"['flow', 'need revert', 'revert code', 'file shouldn', 'shouldn need', 'correct way', 'preserve', 'tried using', 'way need', 'workflows']","[""You shouldn't need to do this. Please revert to what is in the flow file."", ""You shouldn't need to do this. Please revert the code to what is in the flow file."", ""I tried using this flow and it didn't work. the workflows kept complaining that it couldn't find the package""]"
