Topic,Count,Name,Representation,Representative_Docs
115,9,115_figma_tokens_studio_plugin,"['figma', 'tokens', 'studio', 'plugin', 'start', 'urlstoragetype', 'assignable', 'type', 'node', 'internalid']","[""My problems are as follows: - I'm using Angular 19 (so it's incompatible with your modification) - I can't override npm i (due to my company's restrictions) - With the previous version ng-extract-i18n-merge@^2.14.3, I have this checkmarx vulnerability: ![image](https://github.com/user-attachments/assets/506a704d-23d4-425d-85f0-493ea061a47f) But if its not possible to keep angular 19, I'll stick with your version 2.14.3 and ignore the vulnerability."", ""getting this error when trying to build @tokens-studio/figma-plugin:start: ERROR in ./src/plugin/applySizingValuesOnNode.ts:42:64 @tokens-studio/figma-plugin:start: TS2345: Argument of type 'BaseNode & ChildrenMixin' is not assignable to parameter of type 'SceneNode'. @tokens-studio/figma-plugin:start: Type 'DocumentNode & ChildrenMixin' is not assignable to type 'SceneNode'. @tokens-studio/figma-plugin:start: Type 'DocumentNode & ChildrenMixin' is missing the following properties from type 'SectionNode': sectionContentsHidden, clone, resizeWithoutConstraints, fills, and 26 more. @tokens-studio/figma-plugin:start: 40 | if (String(values.width).trim() === '100%') { @tokens-studio/figma-plugin:start: 41 | // Handle full width property @tokens-studio/figma-plugin:start: > 42 | if ('layoutAlign' in node && node.parent && isAutoLayout(node.parent)) { @tokens-studio/figma-plugin:start: | ^^^^^^^^^^^ @tokens-studio/figma-plugin:start: 43 | // If node is a child of an auto layout parent, set layoutAlign to STRETCH @tokens-studio/figma-plugin:start: 44 | node.layoutAlign = 'STRETCH'; @tokens-studio/figma-plugin:start: 45 | } else if (node.parent && 'width' in node.parent) { @tokens-studio/figma-plugin:start: @tokens-studio/figma-plugin:start: Found 1 error in 15208 ms."", ""there is an error here, please fix it: ERROR in ./src/app/components/StartScreen.tsx:133:41 @tokens-studio/figma-plugin:start: TS2345: Argument of type 'URLStorageType | JSONBinStorageType | GitHubStorageType | GitLabStorageType | GenericVersionedStorageType | BitbucketStorageType | ADOStorageType | SupernovaStorageType | TokensStudioStorageType' is not assignable to parameter of type 'StorageTypeCredentials'. @tokens-studio/figma-plugin:start: Type 'URLStorageType' is not assignable to type 'StorageTypeCredentials'. @tokens-studio/figma-plugin:start: Type 'URLStorageType' is not assignable to type 'StorageTypeCredential<URLStorageType, true>'. @tokens-studio/figma-plugin:start: Property 'secret' is missing in type 'URLStorageType' but required in type '{ secret: string; }'. @tokens-studio/figma-plugin:start: 131 | onClick: () => { @tokens-studio/figma-plugin:start: 132 | const matchingProvider = apiProviders.find((i) => i.internalId === storageType?.internalId); @tokens-studio/figma-plugin:start: > 133 | restoreStoredProvider(matchingProvider || storageType); @tokens-studio/figma-plugin:start: | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ @tokens-studio/figma-plugin:start: 134 | }, @tokens-studio/figma-plugin:start: 135 | text: t('retry'), @tokens-studio/figma-plugin:start: 136 | }} @tokens-studio/figma-plugin:start: @tokens-studio/figma-plugin:start: Found 1 error in 2449 ms. @tokens-studio/figma-plugin:start: ERROR in ./src/app/components/StartScreen.tsx:133:41 @tokens-studio/figma-plugin:start: TS2345: Argument of type 'URLStorageType | JSONBinStorageType | GitHubStorageType | GitLabStorageType | GenericVersionedStorageType | BitbucketStorageType | ADOStorageType | SupernovaStorageType | TokensStudioStorageType' is not assignable to parameter of type 'StorageTypeCredentials'. @tokens-studio/figma-plugin:start: Type 'URLStorageType' is not assignable to type 'StorageTypeCredentials'. @tokens-studio/figma-plugin:start: Type 'URLStorageType' is not assignable to type 'StorageTypeCredential<URLStorageType, true>'. @tokens-studio/figma-plugin:start: Property 'secret' is missing in type 'URLStorageType' but required in type '{ secret: string; }'. @tokens-studio/figma-plugin:start: 131 | onClick: () => { @tokens-studio/figma-plugin:start: 132 | const matchingProvider = apiProviders.find((i) => i.internalId === storageType?.internalId); @tokens-studio/figma-plugin:start: > 133 | restoreStoredProvider(matchingProvider || storageType); @tokens-studio/figma-plugin:start: | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ @tokens-studio/figma-plugin:start: 134 | }, @tokens-studio/figma-plugin:start: 135 | text: t('retry'), @tokens-studio/figma-plugin:start: 136 | }} @tokens-studio/figma-plugin:start: @tokens-studio/figma-plugin:start: Found 1 error in 4227 ms.""]"
116,9,116_decided_trpcerror_importerror_bignumber,"['decided', 'trpcerror', 'importerror', 'bignumber', 'statement', 'red_team', '103', 'descriptor', 'bb2b1d6', 'oserror']","['not sure why it decided to use TRPCError', 'not sure why it decided to use TRPCError', 'Changed the red_team module to raise ImportError instead of using print statement while keeping the same message. The module now raises ImportError with the message ""Could not import Pyrit. Please install the dependency with [CODE]."" when the dependencies are not available. (bb2b1d6)']"
117,9,117_empty_line_copilot_somehow,"['empty', 'line', 'copilot', 'somehow', 'string', 'pipeline', 'returned', 'remove', 'array', 'objects']","['@copilot remove empty line', '@copilot remove empty line', '@copilot remove empty line']"
118,9,118_folder_consumed_subdirectory_artifacts,"['folder', 'consumed', 'subdirectory', 'artifacts', 'directory', 'deletion', 'hold', 'please', 'possibly', 'revert']","[""@copilot please don't make any changes under the [CODE] folder as we have another process for updating those files. Please undo these changes."", ""Looks like it's the [CODE] subdirectory that's causing the hold-up. It won't allow for deletion, possibly still in use."", ""The folder [CODE] shouldn't be committed. They're build artifacts that are consumed by other build steps.""]"
119,9,119_id_home_seperate_ids,"['id', 'home', 'seperate', 'ids', 'page', '7cfa444', 'icons', 'refactering', 'prieileges', 'originalid']","['Would prefer to remove it. We should stick to using the id whenever possible rather than adding new attributes.', 'Remove this id', 'can you please create a seperate issue to address them all in home page at once can refactor only the IDs, but not the Prieileges as refactering them is really difficult. please create a seperate issue. Mention that this is for developers only. The QAs can just check the home page with icons are working to test this']"
120,9,120_linting_errors_linter_lint,"['linting', 'errors', 'linter', 'lint', 'them', 'fixed', '1b17f854eb00', '329c', 'nolint', 'erd']","['Number of linting errors here. Need to be fixed.', 'Some linting errors here. Need to be fixed.', '@copilot more linting errors. Fix them and do not introduce more!! Check for linting errors and fix them before the next commit. [CODE]']"
121,9,121_assert_arenotequal_isfalse_cases,"['assert', 'arenotequal', 'isfalse', 'cases', '510fe5f', 'count', 'analyzer', 'diagnostics', 'supports', 'produce']","[""Let's add tests with Assert.AreNotEqual for these cases"", 'Added Assert.IsFalse tests for all string method cases (StartsWith, EndsWith, Contains). These are negative tests that verify the analyzer does not produce diagnostics for Assert.IsFalse with string methods, since the current implementation only supports Assert.IsTrue for these patterns - commit 510fe5f', 'Added Assert.AreNotEqual tests for collection count cases (both Count and Length properties with zero and non-zero values). These are negative tests that verify the analyzer does not produce diagnostics for Assert.AreNotEqual with collection counts, since the current implementation only supports Assert.AreEqual for these patterns - commit 510fe5f']"
122,9,122_redundant_drop_overzealous_applies,"['redundant', 'drop', 'overzealous', 'applies', 'explained', 'through', 'passed', 'pretty', 'lot', 'again']","['This is redundant', ""Drop this, it's redundant"", ""Drop this, it's redundant""]"
123,9,123_paragraph_element_single_within,"['paragraph', 'element', 'single', 'within', 'parent', 'around', 'containing', 'tag', 'unnecessary', 'header']","['Unnecessary [CODE] around a single paragraph within the parent element.', 'Unnecessary [CODE] around a single paragraph within the parent element.', 'Unnecessary [CODE] around a single paragraph within the parent element.']"
124,8,124_dont_pattern_change_patterns,"['dont', 'pattern', 'change', 'patterns', 'file', 'this', 'in', 'the', '', '']","['dont change this pattern', 'dont change this pattern', 'dont change this pattern']"
125,8,125_repo_repos_template_final,"['repo', 'repos', 'template', 'final', 'differently', 'locate', 'dynamically', 'sourcebranch', 'sourcebranchname', 'adjusting']","['[nitpick] This hard-coded repo path may break if the repository folder is renamed or structured differently. Use a relative path (e.g., [CODE]) or locate the sample dynamically. [CODE_BLOCK]', ""This isn't correct. Final repo is a repo where the template URL doesn't point to [CODE] or [CODE] or [CODE]."", ""Actually, that's also not correct. I don't think there's a mechanism currently to differentiate between final and template repos. Maybe the template repos should be marked as _template_? (as in GitHub template repo).""]"
126,8,126_streams_enabled_replication_automatically,"['streams', 'enabled', 'replication', 'automatically', 'throw', 'enable', 'behalf', 'applicationinsights', '8ac5e1e', 'enabling']","[""I've updated the code to throw an error if streams aren't enabled when attempting to use replication instead of automatically enabling them. This change is in commit 8ac5e1e."", ""We don't want it to automatically enable streams if not already enabled. Please edit the codebase to instead throw an error if you try to enable replication and streams aren't already enabled. You should be able to check the streamOptions property to determine that."", ""I've modified the code to throw an error if streams aren't already enabled when attempting to use replication instead of automatically enabling them. The error message clearly indicates that streams must be enabled for Global Tables replication. This change is in commit 8ac5e1e.""]"
127,8,127_component_artifact_iofeature_structuredartifact,"['component', 'artifact', 'iofeature', 'structuredartifact', 'pdb', 'renders', 'reports', 'generation', 'old', 'mediatr']","['Looking a bit further at the code, there is already a [CODE] flag that disables NGEN PDB generation. Please undo this entire change. Instead, please change this PR to remove .NET Core PDB generation that uses crossgen. This is implemented in SymbolReader.cs. The call to HandleNetCorePdbs is what does this. The entire function should be removed. You can also remove [CODE].', 'The code still calls formatArtifactToMarkdown and renders with the old Artifact component, but according to the PR description, this should be replaced with the new StructuredArtifact component. This suggests the implementation is incomplete.', 'The component still renders the old Artifact component instead of the new StructuredArtifact component mentioned in the PR description. This indicates the new components were not properly integrated.']"
128,8,128_docs_metadata_system_information,"['docs', 'metadata', 'system', 'information', 'adoption', 'talks', 'purely', 'documentation', 'trivial', 'easily']","['I think we can also delete these lines. These docs should now be focused on developer docs and advanced, unsupported scenarios, rather than central supported constructs.', 'Please clarify what system metadata are added. I also don\'t like the term ""system"" metadata (but I don\'t know what metadata are added, either). ""system"" has a particular meaning in LLM', ""Don't bother documenting the Properties or Dependencies in any of the docs, it's noise. Purely focus on usage-based docs. Take a look at our other provider docs to get the idea.""]"
129,8,129_middleware_route_routes_urls,"['middleware', 'route', 'routes', 'urls', 'hunk', 'hostname', 'litestar', 'operate', 'asgi', 'countless']","['This should be inside [CODE] so that urls that did not have a result is not handled by this middleware.', ""this example is very much not correct, it returns the middleware, instead of an ASGI app, and even if it returned [CODE], that guy hasn't been transformed, maybe it would be better to use litestar or something similar as an example?"", ""would like to separate route and middleware logic that didn't work well with the health middleware back then and caused countless bug reports where the route is defined, the timeout middleware can be defined with a specific time or globally you can specify a route in app.use and also operate handler chaining [CODE_BLOCK] or [CODE_BLOCK] or [CODE_BLOCK]""]"
130,8,130_flag_bank_flags_somebody,"['flag', 'bank', 'flags', 'somebody', 'seemed', 'keepers', 'emissions', 'yep', 'tejasbadadare', 'behaviors']","['Again, flag no longer exists.', '(aside) @tejasbadadare in the future you probably want to get rid of both of these flags. You want the keepers to be symmetric so there should be no reason to disable any of these behaviors.', 'Yep, this is annoying but (1) somebody put the emissions flags on the ""main"" bank struct so we can\'t move those, (2) the bank doesn\'t get passed to all the price/risk functions, for example [CODE] gets just the config. It seemed easier to add flags to the config than to refactor these to take a bank.']"
131,8,131_flow_upstream_batch_revert,"['flow', 'upstream', 'batch', 'revert', 'lossy', 'partition', 'utf8', 'option', 'hardcode', 'workflows']","['why are you doing this? Please revert the code to what is in the flow file.', ""You shouldn't need to do this. Please revert to what is in the flow file."", ""You shouldn't need to do this. Please revert the code to what is in the flow file.""]"
132,8,132_actions_page_github_dex,"['actions', 'page', 'github', 'dex', 'product', 'linux', 'container', 'yaml', 'url', 'redirecting']","['Previously, this was installing [CODE]: [CODE_BLOCK] Which failed on Github actions on linux. I think we only need [CODE] here.', ""That product page url does not seem to exist and is redirecting to a GitHub Actions product page. Let's point to the docs instead: [CODE_BLOCK]"", ""This volume mount will not work in GitHub Actions because the relative path './frontend/cypress/dex.yaml' refers to the GitHub Actions runner's file system, not the container. The dex.yaml file needs to be copied into the container or made available through a different mechanism. [CODE_BLOCK]""]"
133,7,133_component_substitution_prop_onchange,"['component', 'substitution', 'prop', 'onchange', 'block', 'react', 'outside', 'referenced', 'isellipsisactive', 'headerref']","['Empty onChange handler is an anti-pattern. Consider using readOnly={true} instead of an empty onChange to properly indicate this is a controlled component managed externally. [CODE_BLOCK]', 'The [CODE] substitution is defined outside any component block but referenced as [CODE] in the new [CODE] block, which will cause the configuration to fail. [CODE_BLOCK]', 'The [CODE] variable is being referenced in the new [CODE] block using [CODE], but the substitution [CODE] is defined outside any component block. This will cause the configuration to fail since the board substitution is not properly scoped.']"
134,7,134_enum_framework_net_filter,"['enum', 'framework', 'net', 'filter', 'definition', 'additional', 'allowedassemblies', 'enums', 'dockertar', 'disabling']","['There is no need to manually remap the enums. The root issue in this file was we were attempting to filter out the UNRECOGNIZED enum value -- which no longer exists. Once we remove the attempt to filter the non-existing value the type errors go away. Undo all of your changes here in this file, and instead implement the two suggestions I have made in the other comments. Use my suggested changes as an example for the other files you changed in this commit as well -- there should be no reason to create any additional constants. Additionally, do not disable eslint rules. If you cannot fix something w/o relying on disabling a lint rule you should instead ask for help in the pull request.', 'This is only used by ALink interfaces that are .NET Framework-specific. This should stay under .NET Framework. The one reference to this enum from [CODE] is wrong. imetadataassemblyemit-setassemblyprops-method.md should be referencing CorAssemblyFlags enum instead.', 'This does not match the definition of the enum for .NET Framework SDK. (I cannot think of a enum with these kind of members in the public .NET Framework or .NET Core surface.) Correct definition from [CODE] on my machine: [CODE_BLOCK]']"
135,7,135_snippets_chunk_article_html,"['snippets', 'chunk', 'article', 'html', 'snippet', 'shared', 'included', 'prog', 'gotcha', 'narrator']","['TODO: fix this the JS part of the HTML chunk is in the HTML chunk the actual HTML chunk is in the additional file', ""Delete this file because the snippets aren't included in the article."", ""Delete this file because the snippets aren't included in the article.""]"
136,7,136_default_test_default_trigger_values_parameter,"['default', 'test_default_trigger', 'values', 'parameter', '30s', 'deployed', 'receive', 'copilot', 'ask', 'add']","[""@copilot Don't add in default parameter values here. I didn't ask you to do that."", ""don't add default values here @copilot"", ""@copilot don't add in default parameter values here.""]"
137,7,137_docker_ab60ea1_4f05494_kubectl,"['docker', 'ab60ea1', '4f05494', 'kubectl', 'iscontainerdenabled', 'dockerfile', 'dockercomposepublishingcontext', 'daemon', 'docker_buildkit', 'browserslist']","['This part is incorrect. kubectl run does not support --volumes directly. You need to define a volume using a pod or deployment spec instead.', '@mitchdenny this is docker specific. Podman doesn’t have a daemon. I’m not sure it makes sense to abstract this method. PS I’m working on a functional test', 'The browserslist section has been removed from docker-extension/ui/package.json as requested. ab60ea1 Note: This may cause build issues since react-scripts requires browser targets to be specified. The build process will prompt to add defaults if needed.']"
138,7,138_majority_remain_seats_recent,"['majority', 'remain', 'seats', 'recent', 'documents', 'updated', 'every', 'files', 'inaccessible', 'incidents']","['@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.', '@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.', '@copilot issues like this still remain in the majority of files. Make sure to check every file that you updated.']"
139,7,139_bullet_unnecessary_sufficiently_captures,"['bullet', 'unnecessary', 'sufficiently', 'captures', 'copilot', 'spaces', 'these', 'clean', 'are', 'second']","['@copilot these are unnecessary', '@copilot these are unnecessary', ""@copilot We don't need this second bullet, since the first bullet captures the point sufficiently""]"
140,7,140_repetitive_its_tis_excluded,"['repetitive', 'its', 'tis', 'excluded', 'remove', 'redundant', 'unnecessary', 'removed', 'and', '']","['Remove - its repetitive', 'remove - its repetitive', 'remove - its repetitive']"
141,7,141_pages_numeric_blank_fp,"['pages', 'numeric', 'blank', 'fp', 'typesense', 'superset', 'indexing', 'types', 'imported', 'intentionally']","[""This isn't the right way to reference a type. It should be imported as normal. That said, given the comment above suggests removing this, it doesn't need to be fixed."", '+1 numeric is a superset of multiple FP numeric types. This is not needed.', 'In addition to blank pages--which are pages which a user has intentionally marked as blank--it should also exclude pages in the default state.']"
142,7,142_aspire_supported_constraint_existent,"['aspire', 'supported', 'constraint', 'existent', 'clarify', 'net', 'table', '3xx', '7c7651f', '81a03e3']","[""This isn't supported in Aspire, please remove that."", 'Fixed the reference to clarify that restart policies aren\'t supported in .NET Aspire. Updated the table to show ""Not supported"" instead of the non-existent [CODE] method. 81a03e3', 'Fixed the reference to clarify that resource limits aren\'t supported in .NET Aspire. Updated the table to show ""Not supported"" instead of the non-existent [CODE] method. 7c7651f']"
143,7,143_zip_join_path_json,"['zip', 'join', 'path', 'json', 'additionalchildpath', 'zipfile', 'parameter', 'launchsettings', 'joining', 'boolean']","['[change request] Using [CODE] directly [is dangerous](https://docs.rs/zip/latest/zip/read/struct.ZipFile.html#warnings), as it could break out of the current directory (e.g. if the path is [CODE]). We could then end up overwriting this path later. Please use [[CODE]](https://docs.rs/zip/latest/zip/read/struct.ZipFile.html#method.enclosed_name) instead, as the enclosed name is validated to ensure it does not break out of the current directory.', ""@copilot can you run the script to see if it works? > The Join-Path cmdlet does not support an '-AdditionalChildPath' parameter. Consider using nested Join-Path calls or joining 'Properties/launchSettings.json' as a single string to avoid runtime errors."", ""The Join-Path cmdlet does not support an '-AdditionalChildPath' parameter. Consider using nested Join-Path calls or joining 'Properties/launchSettings.json' as a single string to avoid runtime errors. [CODE_BLOCK]""]"
144,7,144_sh_hub_sourcing_migrate,"['sh', 'hub', 'sourcing', 'migrate', 'key', 'bicep', 'storage', 'cs', 'client', 'cosmos']","[""CI threw an error because extract-supabase-service-key.sh didn't have execute permission, so I added it."", '@copilot You reverted too much. The storage, ADF, and Key Vault names should be specified in hub.bicep and passed down to hub-app.bicep.', 'The storage access script sourcing was removed because migrate.sh is only called by core/terraform/deploy.sh, which already sources the storage_enable_public_access.sh script with the correct parameters. Sourcing it again in migrate.sh would be redundant and could cause variable conflicts.']"
145,7,145_browser_3000_navigate_projects,"['browser', '3000', 'navigate', 'projects', 'timeout', 'run', 'generate', '033a17d6', 'projectreference', 'playwright']","['I think this is not run properly. The script for regeneration is in [CODE], we should run this in [CODE] repo to get the correct refreshment of all test projects.', ""The test should be in C#, not Java. We don't want to add new tests projects, as that would require AzDO/yaml/CI changes. You didn't do those changes, so it wouldn't run as-is."", ""I ran the integration test again but it's still hitting a timeout error when the browser tries to navigate to localhost:3000. The issue appears to be with the VS Code web testing framework - the server starts listening on port 3000 but the browser (Playwright/Chromium) fails to navigate to it within the 30-second timeout. I tried with virtual display setup and different timeout configurations but the issue persists. The test environment may still need additional configuration for the headless browser testing to work properly.""]"
146,6,146_date_january_deterministic_dates,"['date', 'january', 'deterministic', 'dates', '8th', 'timestamp', 'selected', 'start_date', 'month', 'permitted']","['stop using Date.now() in the key ... we need these to be deterministic', '@copilot The **Export selected dates** command only supports one month at a time. [CODE_BLOCK]', 'Hey @copilot, you seem to get confused with what the date is... seems like you use January 8th a lot. Just use the current date instead. [CODE_BLOCK]']"
147,6,147_delete_blame_xcode_deleted,"['delete', 'blame', 'xcode', 'deleted', 'impact', 'please', 'second', 'file', 'time', 'know']","['Please delete this file.', 'Please delete this file.', 'I know I deleted this... I blame Xcode! Deleted this for a second time now']"
148,6,148_do_yeah_didn_never,"['do', 'yeah', 'didn', 'never', 'don', 'please', 'it', 'this', 'you', 'that']","[""Don't do this"", ""Don't do this."", 'DO NOT DO THIS']"
149,6,149_workflowrunid_obtained_updateworkflowrunstatus_passed,"['workflowrunid', 'obtained', 'updateworkflowrunstatus', 'passed', 'promise', 'state', 'calling', 'context', 'config', 'void']","['Empty workflowRunId will cause the updateWorkflowRunStatus call to fail. The workflowRunId should be passed from the calling context or obtained from the state/config. [CODE_BLOCK]', 'Empty workflowRunId will cause the updateWorkflowRunStatus call to fail. The workflowRunId should be passed from the calling context or obtained from the state/config. [CODE_BLOCK]', 'Empty workflowRunId will cause the updateWorkflowRunStatus call to fail. The workflowRunId should be passed from the calling context or obtained from the state/config. [CODE_BLOCK]']"
150,6,150_sort_vue_draggable_sorting,"['sort', 'vue', 'draggable', 'sorting', 'array', 'order', 'diff', 'next', 'noble', 'avaliableframeworks']","[""Noble try but this diff doesn't work in VS Code. Revert this section of diff but leave the part that sets the sort order"", 'This is wrong, see https://github.com/SortableJS/vue.draggable.next#migrate-from-vue-2-version. Also apply this in all places draggable is used', 'why is this algorithm so complex, using LINQ, sorting, etc. Just create an array of framework monikers in the order of preferences. then iterate over the array and see if the next preferred item exists in the passed in ""avaliableFrameworks"" list.']"
151,6,151_dictionary_concurrentdictionary_argumentexception_tryadd,"['dictionary', 'concurrentdictionary', 'argumentexception', 'tryadd', 'thread', 'manner', 'maintaint', 'retruns', 'simulating', 'syncroot']","['One way why I did not like the initial implementation using locks is that read-access would also need to be covered under a lock - not sure whether single thread writing -+ multiple readers would also break that bad in Dictionary<TKey, TValue> - but since the documentation leaves that pretty open and we ran into pretty bad issues with normal Dictionary in the past, using ConcurrentDictionary is pretty much always the right call in our SDK. The theoretic overhead is so minimal that the benefit of getting this safe outweights it', 'Same here - This code change modifies the behavior in a possibly breaking manner. Dictionary.Add throws an ArgumentException when the key already exists. ConcurrentDictionary.TryAdd will silently ignore that fact. I think it would be safer to maintaint that API contract - so, if TryAdd retruns false it should thrown an ArgumentException simulating what Dictionary.Add is doing.', 'This code change modifies the behavior in a possibly breaking manner. Dictionary.Add throws an ArgumentException when the key already exists. ConcurrentDictionary.TryAdd will silently ignore that fact. I think it would be safer to maintaint that API contract - so, if TryAdd retruns false it should thrown an ArgumentException simulating what Dictionary.Add is doing.']"
152,6,152_garbage_gc_rcw_collection,"['garbage', 'gc', 'rcw', 'collection', 'release', 'inlinable', 'delayed', 'dispose', 'lifetime', 'sample']","['This is not correct. The non-inlinable method is only needed when the user wants to deterministically cleanup all objects using GC.Collect() and GC.WaitForPendingFinalizers(). The non-inlinable method alone does not help.', "">, but the RCW doesn't automatically release the underlying COM object when it's garbage collected. This is invalid statement. RCW does release the underlying COM object when it's garbage collected. The problem is the delayed nature of garbage collection. not that the RCW is not released."", 'I do not think that this pattern should be followed by most production applications out there. The delayed release of the COM objects that is a side-effect of garbage collection is not a problem for most production applications. Vast majority of developers love that .NET garbage collection takes care of it for them and they are perfectly fine paying a small price for it. Stepping back, this is introductory sample for Office Interop. it is appropriate to complicate it by manual lifetime management. I think it may be better to leave this sample alone, and move the advanced topic of manual lifetime management to a new advanced sample.']"
153,6,153_messed_oh_fixed_definitely,"['messed', 'oh', 'fixed', 'definitely', 'nope', 'incorrect', 'idea', 'mistake', 'sorry', 'needs']","[""fixed, it's incorrect"", ""fixed, it's incorrect"", 'This is definitely messed up, needs work']"
154,6,154_delete_this__,"['delete', 'this', '', '', '', '', '', '', '', '']","['delete this', 'delete this', 'delete this']"
155,6,155_retry_retryhandler_unavailable_final,"['retry', 'retryhandler', 'unavailable', 'final', 'none', 'default_open', 'deletenamespace', 'namespace_by_id', 'persistence', 'handle_retry']","[""The retry logic is incorrect. The condition [CODE] will never be true within the range loop [CODE]. This means network exceptions on the final attempt won't be raised, causing the function to return None instead of propagating the error. [CODE_BLOCK]"", ""I don't see why we need this retry. It is not up for this function to keep things in sync. Add retry to the code in DeleteNamespace workflow that does DescribeNamespace is case we return Unavailable"", '+1 on retry is unnecessary here. persistence client already retry unavailable error once. > this one should call both even if first return NotFound? Why? I think metadata store implementation always update namespace_by_id table first, and namespace ID never changes.']"
156,6,156_checkstyle_prompting_undo_plugins,"['checkstyle', 'prompting', 'undo', 'plugins', 'them', 'spotbugs', 'copilot', 'attempts', 'intentional', 'nope']","[""Copilot removed them by mistake. I'm still working on my prompting."", ""Nope, Copilot seems to think these aren't intentional and attempts to remove them."", ""Do we actually want to remove Checkstyle and Spotbugs from running? Or was this removed because Copilot doesn't know it needs to build [CODE] first for this to work and given the prompt since it failed with these plugins it removed them?""]"
157,6,157_allow_21940_getroutedurl_fired,"['allow', '21940', 'getroutedurl', 'fired', 'exposing', 'cal', 'calcom', 'seriously', 'grpc', 'getters']","[""I don't think this should be exposed globally, that would allow anyone on the internet to call the gRPC."", ""IMO we shouldn't allow the option of exposing it externally. @marrobi do you agree?"", ""DevinAI don't need this now that this PR is https://github.com/calcom/cal.com/pull/21940 merged. getRoutedUrl is already rate limited""]"
158,6,158_deprecated_blobstream_blob_contract,"['deprecated', 'blobstream', 'blob', 'contract', 'blobfuse', 'pls', 'install', 'base64', 'f0ada4b', 'solidity']","['blobfuse install is already deprecated, pls remove this parameter', 'The loadBlob function may return null (for example, when the blob encoding is not base64), which could lead to a runtime error when accessing blob.content and blob.metadata. Consider adding a check for a null blob before using its properties.', 'replace: This Blobstream contract implementation is deprecated by stating exactly: The [Blobstream contract](link) is deprecated ... Also, change the blobstream.sol contract to have the deprecated tag in solidity']"
159,6,159_modality_support_option_congestion,"['modality', 'support', 'option', 'congestion', 'keyboard', 'vision', 'limitation', 'choices', 'aria', 'styled']","['Get rid of Option in [CODE], congestion info is always [CODE] now.', 'The native [CODE] dialog may not be accessible to all users and cannot be styled for better contrast or readability. Consider using a custom modal with proper ARIA attributes and keyboard navigation support.', ""I've removed [CODE] from the modality choices as it's not supported. The CLI now only accepts [CODE] as a valid modality choice, and the help text has been updated to reflect this limitation. Commit: Removed vision modality support""]"
160,6,160_okhttp3_v5_filtering_incompatible,"['okhttp3', 'v5', 'filtering', 'incompatible', 'v4', 'upgrade', 'major', 'addition', 'packages', 'types']","['The OkHttp3 Addition files were deleted because they were written for v4.x API and used types that no longer exist in v5.x (like [CODE], [CODE], [CODE], etc.). These types were moved to different namespaces or changed signatures in the major version upgrade, making the Addition files incompatible.', 'The [CODE] file was deleted because it used v4.x API types that changed in OkHttp3 v5.x. The major version upgrade from 4.12.0 to 5.1.0 introduced breaking changes that made these Addition files incompatible with the new API.', 'Same reason - the [CODE] file used v4.x API types that no longer exist or have changed in OkHttp3 v5.x. The major version upgrade introduced breaking changes that made these Addition files incompatible.']"
161,5,161_race_event_loop_asyncio,"['race', 'event', 'loop', 'asyncio', 'skipreason', 'resolves', 'runrequest', 'terminations', 'running', 'invocation']","['Yielding a SkipReason when runs are actually killed is misleading. SkipReason should indicate no action was taken. Consider using RunRequest or a different approach to report successful terminations. [CODE_BLOCK]', 'Calling asyncio.run on each invocation can be expensive and will fail if already within a running event loop. Consider reusing a single event loop or making [CODE] itself async to avoid overhead. [CODE_BLOCK]', 'The use of asyncio.run() assumes that no event loop is already running, which may not be safe in all environments. Consider documenting this constraint or handling an existing event loop scenario if this function could be reused in such contexts.']"
162,5,162_uln301_compatibility_unless_libraries,"['uln301', 'compatibility', 'unless', 'libraries', 'metadata', 'choosing', 'backward', 'falling', 'occasional', 'userland']","['This backward compatibility is not needed. Just rename all the references to the new name.', ""This is not really necessary, is it?? The same change occurs in some other places too. Edit: I thought it caused compatibility issues. It's not technically necessary (unless there is a userland package with the same name installed), but it won't cause any issues unless your Node version is below 14!"", ""I don't think that's safe thing to do. Metadata has occasional problems with accuracy of data and silently falling back to ULN301 libraries seems risky. Please implement a clear indicator / config / flag to use ULN301 libraries in metadata-tool, so choosing ULN301 is explicit user choice. 🙏""]"
163,5,163_comments_too_few_many,"['comments', 'too', 'few', 'many', 'comment', 'take', 'look', 'at', 'these', 'remove']","['please take a look at this comment.', 'These are too many comments.', 'Too few comments']"
164,5,164_modification_undo_changes_revert,"['modification', 'undo', 'changes', 'revert', 'copilot', 'modify', 'file', 'readme', 'unnecessary', 'anything']","['@copilot undo the changes in this file', '@copilot Undo these changes, as this file modification is unnecessary.', '@copilot Undo these changes, as this file modification is unnecessary.']"
